formula,temperature_k,source_reference,temperature_band,is_feasible,absS_uV_per_K,electrical_conductivity_S_per_m,log10_sigma,thermal_conductivity_W_per_mK,power_factor_W_per_mK2,ZT,feat_mean_atomic_number,feat_mean_atomic_volume,feat_mean_atomic_weight,feat_std_atomic_number,feat_std_atomic_volume,feat_std_atomic_weight,feat_max_atomic_number,feat_max_atomic_volume,feat_max_atomic_weight,feat_min_atomic_number,feat_min_atomic_volume,feat_min_atomic_weight,feat_temperature_norm,obj_absS_scaled,obj_log10_sigma_scaled,obj_neg_kappa_scaled,con_zt_slack,con_pf_slack
Ag1.1Sb0.8Pb15.5Te22.6,423.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,360.0,4350.0,3.6384892569546374,1.048,0.00056376,0.22754816793893126,63.46750000000001,19.32072945287702,157.7855755,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.4099999999999986,0.3414494959102146,0.7398117012910812,0.9855603130075153,0.5724518320610688,0.0006362399999999999
Ag1.1Sb0.8Pb15.5Te22.6,473.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,340.0,3015.0,3.47928731647617,1.48,0.000348534,0.11138958243243244,63.46750000000001,19.32072945287702,157.7855755,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.5766666666666647,0.32242723987064836,0.723008104969571,0.9791820463605347,0.6886104175675676,0.0008514659999999999
Ag1.1Sb0.8Pb15.5Te22.6,523.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,320.0,2685.0,3.428944290035574,0.968,0.000274944,0.14854928925619837,63.46750000000001,19.32072945287702,157.7855755,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.7433333333333308,0.30340498383108205,0.7176944518107686,0.9867414734976968,0.6514507107438017,0.0009250559999999998
Ag1.1Sb0.8Pb15.5Te22.6,573.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,324.8,3050.0,3.484299839346786,0.936,0.000321759872,0.19697479343589744,63.46750000000001,19.32072945287702,157.7855755,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.9099999999999969,0.307970325280578,0.7235371714534155,0.9872139376937694,0.6030252065641026,0.0008782401279999999
Ag1.2Sb0.8Pb14.9Te22.7,373.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,404.8,2315.0,3.364550995353972,1.09,0.00037934293760000004,0.12981184928880735,63.11616161616162,19.31571265618207,156.8345919191919,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.2433333333333325,0.38405934943884307,0.710897807709637,0.9849402037501699,0.6701881507111926,0.0008206570623999999
Ag1.2Sb0.8Pb14.9Te22.7,423.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,438.5,1800.0,3.255272505103306,1.06,0.00034610805,0.13811670297169812,63.11616161616162,19.31571265618207,156.8345919191919,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.4099999999999986,0.4161118508655123,0.6993635787217394,0.9853831389339881,0.661883297028302,0.00085389195
Ag1.2Sb0.8Pb14.9Te22.7,473.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,344.0,1547.0,3.1894903136993675,1.05,0.000183065792,0.08246678058666665,63.11616161616162,19.31571265618207,156.8345919191919,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.5766666666666647,0.3262316910785616,0.6924203380415442,0.9855307839952608,0.7175332194133334,0.001016934208
Ag1.2Sb0.8Pb14.9Te22.7,523.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,280.0,1583.0,3.199480914862356,1.01,0.0001241072,0.06426541148514851,63.11616161616162,19.31571265618207,156.8345919191919,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.7433333333333308,0.26536047175194954,0.6934748354204551,0.9861213642403515,0.7357345885148515,0.0010758928
Ag1.2Sb0.8Pb14.9Te22.7,573.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,289.6,2112.0,3.3246939138617746,0.9547,0.00017712955392000006,0.10631112851802664,63.11616161616162,19.31571265618207,156.8345919191919,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.9099999999999969,0.27449115465094137,0.7066909349420339,0.9869378414291896,0.6936888714819734,0.00102287044608
Ag1.3Sb0.9Pb15.7Te22.0,373.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,448.78,940.25,2.973243342094437,1.044,0.00018179822592000002,0.04,63.61904761904762,19.250346889214914,158.14668320802002,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.2433333333333325,0.4258892904698493,0.6695956990598995,0.9856193710320245,0.76,0.0010182017740799998
Ag1.3Sb0.9Pb15.7Te22.0,423.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,153.6,833.0,2.9206450014067875,1.0,1.965293568e-05,0.00831319179264,63.61904761904762,19.250346889214914,158.14668320802002,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.4099999999999986,0.14513981358189068,0.6640439998692977,0.9862690093016243,0.79168680820736,0.0011803470643199998
Ag1.3Sb0.9Pb15.7Te22.0,473.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,99.2,733.0,2.8651039746411278,0.993,7.213189120000001e-06,0.0034358896815307157,63.61904761904762,19.250346889214914,158.14668320802002,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.5766666666666647,0.0933992771542704,0.6581817032776393,0.9863723608445152,0.7965641103184693,0.0011927868108799998
Ag1.3Sb0.9Pb15.7Te22.0,523.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,171.2,913.0,2.960470777534299,1.01,2.6759518719999994e-05,0.013856661673821779,63.61904761904762,19.250346889214914,158.14668320802002,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.7433333333333308,0.161879398896709,0.6682475683887911,0.9861213642403515,0.7861433383261782,0.0011732404812799999
Ag1.3Sb0.9Pb15.7Te22.0,573.0,https://doi.org/10.1016/j.jallcom.2004.08.049,mid,0,91.2,1250.0,3.0969100130080562,1.0284,1.03968e-05,0.005792849474912485,63.61904761904762,19.250346889214914,158.14668320802002,13.982131454109563,3.889084773359745,38.82604773998378,82.0,20.47496790757381,207.2,47.0,10.273161904761904,107.8682,0.9099999999999969,0.0857903747384439,0.6826485852886233,0.9858496973276097,0.7942071505250876,0.0011896031999999999
Ag2.0Se0.5Te0.5,300.0,https://doi.org/10.1021/acs.inorgchem.1c01563,mid,0,90.7,61743.0,4.790587727377897,0.61,0.00050792817207,0.24980074036229508,45.666666666666664,12.998186146375629,106.34063333333333,7.586537784494029,4.194036967901082,19.969898848238785,52.0,20.47496790757381,127.6,34.0,10.273161904761904,78.971,0.0,0.08531481833745475,0.8614144754874183,0.9920271666912596,0.550199259637705,0.0006920718279299999
Ag2.0Se0.5Te0.5,315.0,https://doi.org/10.1021/acs.inorgchem.1c01563,mid,0,92.76,63400.0,4.8020892578817325,0.632,0.00054552007584,0.27189687324303796,45.666666666666664,12.998186146375629,106.34063333333333,7.586537784494029,4.194036967901082,19.969898848238785,52.0,20.47496790757381,127.6,34.0,10.273161904761904,78.971,0.04999999999999983,0.08727411070953008,0.8626284498591197,0.9917023475564595,0.528103126756962,0.0006544799241599998
